原创/转发,日期,原微博内容,全文内容,转发数,评论数,点赞数,话题,图文识别,涉及行业,微博情绪
转发,2025-08-20 09:25:07,1991年，53岁的范曾到台湾为“范曾巴黎新作展”站台，刚下飞机就被人打。起因是范曾为了让新作卖得起价，他将原先自己亲证过的大量作品声称为赝品，导致台湾名人画廊老板胡云鹏损失惨重[挖鼻]胡老板曾经在范曾“辞国”后陷入经济困境时，对他有很大帮助。 ??,这是就是不懂八字，喜欢帮助专旺格的后果，很多专旺格的性格跟犹太人类似,0,1,0, ,六期星/日六十二月十年十八国民华中画家范曾访台行人后立即建接换者稿酸《下）报在外的名人建源负责人销实践政打上）而销赏赋一场一数直发，一出中正搬场海缺大门，使漫到等核法大陵家范曾昨日下年越台使，由于段年剪的4名人画廊负责人胡云鹏不满7假画风波配阿八十一年度立法计到，召翻政保器食，与【记者夏台北权得然政中央政策自日（包承平道）号台北市,政务,中性
转发,2025-08-20 10:18:36,深深地感慨，我们的身体，无比精密，是上天给我们的最宝贵的礼物。每时每刻，我们的身体都在积极运转，不辞辛劳。我们真的要感谢身体每个部件的无私奉献。学好中医，就是要学好如何照顾身体，如何帮助它正常运行。 ??,//，学到了很多[点赞],1,0,0, , ,其他,中性
转发,2025-08-20 10:59:14,看点美好的博主中考完去支教认识的小男孩学习好，很努力后来失联了，再联系上这个小男孩已经考上华农了，来看他。当时学校里很多孩子后来没上学了，他一路过来也不轻松，学校里抽烟喝酒打架霸凌的。他一步步一直到考上华农。 ??,[鼓掌],1,5,0, , ,教育，公安,喜悦
转发,2025-08-20 14:31:17,#倪妮背布洛芬走红毯#倪妮一打眼这是背了个布洛芬小红人上身啊，哈哈哈哈哈，姐还拉着小红人布洛芬的手，布洛芬帮姐提着裙子，这组把美丽和有趣集合到一起了！ ??,哈哈快七月半背这个不吉利,2,11,0, ,倪妮背了个布洛芬小红人nullnullnullnullnull国药准字H200OTC 请仔细跟读说明书并按说明使用或在医OTC 阅读说明书并按说明使用或在药师指导下购爱释胶囊洛芬片变疼缩如头编，关节痛、枣痛，如关节痛、神经痛、肌肉痛、肉脑，神经，编丝牙痛，也可用于减轻普通感冒或或该行性感冒引起的发热起的发热。EAS海外制药7粒x3板/盒达刀兄布洛芬缓芬必得DALIKE 布洛芬缓释胶囊国适应症：0.3gX24粒用于缓解轻至中20粒装缓释胶囊爱释胶囊、关节痛、偏了、牙痛、肌肉神经痛、痛经。福建太平洋制药有限公司ERSEAS海外制药,医疗,喜悦
转发,2025-08-20 14:58:55,该说的都说过N次了，最后再说一次。不要养成超过自己能力的消费习惯，不要去借钱吃喝玩乐，如果已经这么干了，尽快止损，拖得越久窟窿越大，需要付出的代价也越大。 ????,在小红书看到不少这种欠网贷的//。,8,3,0, ,姥爷网d真的不能回头吗我不懂你说的是网贷还是网赌，好好说话昨天23:17贷开始就是花呗分期随便用用以为生活费就能还上，然后研究生以后花销越来越大寻思考上工作就能还清然后考上工作了才发现工资抵不上这些窟窿了涉及资金问题请务必提高警惕，谨防诈骗。查看案例现在有工作了才发现哦征信花了去银行贷不下来钱了填补不了我自己的窟窿了涉及资金问题请务必提高警惕，谨防诈骗。查看案例昨天23:23找爹妈26岁犯得错找爹妈真的合适嘛我不是要和你借我就想姥爷你给我一个张嘴的勇气越早说，你爹妈擦屁股的代价越小越晚，利息上去，你爹妈的代价越大我真的张不开我这个嘴我爸妈辛辛苦苦供我读研让我考公我自己干的不是人事昨天23:30随意，张不开嘴，你就等着爹妈的血汗钱继续放吧，嘴上说得挺体谅爹妈的，干的事压根就没觉得，连及时给自己的错误止损都不清楚，还想着维持自己在爹妈面前的面子呢？催收电话上门的时候，可不止你爹妈会接到，早点说，爹妈给擦屁股，晚点说，除了擦屁股花更多的钱，通讯录的亲朋好友都知道你是个在外面借贷还,金融,中性
转发,2025-08-20 14:59:53,京东：已为15万全职骑手缴纳五险一金，每人每月平均缴纳约2000元 ??,刘强东是丙火的老板，希望他这样热心肠的老板多一点//，美团对标了没？？////，很多呢！////。是京东出钱给他们缴纳五险一金，很了不起。,10,3,0, ,Q搜你想看的听··扬子晚报关注4小时前《扬子晚报》官方账号京东：已为15万全职骑手缴纳五险一金，每人每月平均缴纳约2000元据京东黑板报今日消息，截至目前，京东外卖全职骑手已突破15万人，公司为他们全部缴纳五险一金且承担所有费用，每人每月平均缴纳约2000元。此外还可享受法定福利假期、年假、家礼、体检、带薪病假、爱心基金等员工福利，表现优秀的全职骑手还能得到晋升骑手副站长、站长的职业发展机会。京东呼吁全行业各平台一起以实际举措推动骑手各项社保落地，“只要骑手与平台之间构成劳动关系，平台就应与骑手签订劳动合同，履行用人单位为员工缴纳五险一金的义务，让骑手共享公司发展成果，而不是一味规避劳动关系，推卸本应承担的责任”。京东还称，外卖行业发展至今，几大平台的利润和市值也能够支撑全面缴纳骑手社保的成本。15万京东外卖全职骑手，五险一金和员工福利已经用上啦！京东黑板报2025年08月19日0931北自今年3月1日以来，京东率先为外卖骑手缴纳五险一金，全职骑手就一直受到大家的关注。和大家汇报一下：截至目前，京东外卖全职骑手已突被15万人，公司为他们全部缴纳五险一金且承担所有费用，每人每月平均缴纳约200元对于全职骑手，京东坚持做到3个100%：100%签订劳动合同100%交齐五险一金100%正式员工福利五险一金，包含了社保覆盖的养老保险、医疗保险、工伤保险、生育保险和失业保险这五险，以及住房公积金。京东外卖全职骑手们不仅能够享受五险一金的全面保障，还可享受法定福利假期、年假、家礼、体检、带薪病假、爱心基金等员工福利，表现优秀的全职骑手还能得到晋升骑手副站长、站长的职业发展机会。近日，最高人民法院发布《关于审理劳动争议案件适用法律问题的解释（二）》引发社会的广泛关注。解释规定：所有用人单位必须依法缴纳社保。无论双方协商还是劳动者单方承诺，任何不缴社保的约定均为无效。对此，我们由衷为骑手伙伴们感到高兴。我们深知，每一名骑手肩上都扛着一个家庭，让骑手群体能“老有所养、病有所医、伤有所赔、住有所居”，需要大家共同努力。推动骑手劳动权益保障完善，京东做了一些工作，但还远远不够，未来会继续完善。我们也呼好全行业各平台一起，以实际举措推动骑手各项社保落地，只要骑手与平台之间构成劳动关系，平台就应与骑手签订劳动合同，履行用人单位为员工缴纳五险一金的义务，让骑手共享公司发展成果，而不是一味规避劳动关系，推卸本应承担的责任。外卖行业发展至今，几大平台的利润和市值也能够支撑全面缴纳骑手社保的成本。对于五险一金和员工福利，京东外奖全职骑手们已经用上啦！来源：财联社,政务，电商,中性
转发,2025-08-20 15:10:46,今天是个悲伤的日子，我的老同学里（都不是学医的），一位刚刚去世，一位今天出殡。刚刚去世这位，是脑出血。小时候的同学，基本都没什么联络了，但是看到群里的照片，突然还是会想起小时候的样子。感慨，人到中年，一定健康第一。疫情之后，人们身体的状态大不如前，有了很多漏洞，一定要好好调养。搞不好，真的说走就走了，叹息。[祈祷][祈祷][祈祷],//[失望]。,1,0,0, , ,其他,悲伤
转发,2025-08-20 16:39:04,之前有个搞心理咨询的朋友说要放弃这个行业了，她买了套公寓做咨询室的，都要放弃了。我问她为啥，她说搞不过那帮搞玄学的。[允悲][允悲][允悲]她体质很敏感，做心理咨询的时候经常会感觉到对方的气场不对劲，我猜测她感觉到的可能是患者冤亲债主。每次接到这种单子，她辛辛苦苦努力一番，才能见一点起色。中途有的病患去用玄学处理，一下就好了。对她打击非常大，所以每次一做心理咨询她感觉到了什么，对方也不反感玄学的话，她就会隐晦提示对方试一下拜神。哈哈哈。她：不搞了不搞了，好多都是玄学的问题。,哈哈哈////。,31,4,0, , ,其他,喜悦
转发,2025-08-21 11:22:51,谁的生活不是一他鸡毛，而你为何要让全世界知道你的不容易呢，黄一鸣你明明比好多单亲妈妈过的好太多了，还哭卖惨！不同情。 ??,比她惨的人多多了，她这个在我看来都叫矫情,1,7,0, , ,其他,中性
转发,2025-08-21 11:24:29,上各个平台的人是真的不一样的，很多上短视频平台的人，收入较低，关心9月1号社保怎么办，找工作之类的话题。微博多数人层次高一些，喜欢看文字，生活条件可以。所以我微博前面写了一段文字，说要关注灵活就业人群的心理状态，有人心理问题很严重。于是有朋友留言:找不到工作的，就应该被社会淘汰……还有说怎么能找不到工作？期望太高了，做保洁也可以啊……还有说，怎么不去送外卖？[允悲][允悲][允悲]这世界，人之间的感受确实不能相同啊……我倒真是希望，人人活成微博里的样子，个个富裕，不愁工作。[嘻嘻][嘻嘻][嘻嘻],//，评论里的某些人很冷血，本来想说两句的，但欲言又止，只想说人，总应该有点良心。,2,0,0, , ,其他,愤怒
转发,2025-08-21 12:04:15,我觉得下一代最重要的几项核心技能是：1. 数学2. 编程3. 自然语言（英文、中文等等都算）这几项足够强了，即使在 AI 时代，应该也是饿不死的 [哈哈]当然，如果还有独立思考和创新能力，那应该活得不会差。,哈哈算命也要讲逻辑的，数学物理好对学算命有帮助的//，这非常影响人的思维方式，几乎是泯灭直觉。,2,0,0, , ,其他,喜悦
转发,2025-08-21 13:21:01,出空气汞检测机，99新，只使用一次。原价170，现价1块7。如果你的孩子不小心打碎了温度计，你一定用得到它。要的留言。 包邮。 ??,哈哈这是后续么，凶宅不卖了?,0,0,0, ,闪购领最高19元无门槛红包，手慢无！淘宝北京食安迅达精品店卖家已发货空气汞尿汞自检自测装置试剂..170.00空气中汞检测装置北京食安活达科接插电款测汞装置含15片试纸x1有限公司荣誉出品电话010-67703877www.bjoxd.com 退货包运费7天无理由退货,电商,中性
转发,2025-08-21 13:36:31,醒来晴天霹雳，我娃新六年级重新分班，班主任竟然是一个生物老师！难怪我接电话的时候老师一副急吼吼，好狗不挡路的语气。小摩羯男的关注点竟然是：我们有生物课了吗？？？ ??,我看到个新闻，有的小学老师被要求去教高中了,3,6,0, , ,教育,惊奇
转发,2025-08-21 13:51:45,刷到地瓜app上面一条说穷的人破事多，避免跟穷人打交道。整个帖子几乎100%赞同的。我希望这些评论的人永远不会穷，下一代也不穷，我觉得自己empathy没有很高，但仍然是远高于这些网络上不露脸，大力吐槽自己真实想法的人。穷人肯定是事多的，因为钱能解决的问题，他们都得靠自己双手或者人情来解决。穷人之间靠这些互助，往往有一个比较紧密的网络，虽然真的破事多。这些人不愿意帮就算了，还觉得非常理所当然。举手之劳的事情就是在积善，只取不舍，有一天你需要帮助了也不会有人看你一眼。这大概也是为什么我很讨厌这个破app，推送规则十分不合理，不利于企业做品牌推广。我在N个平台上都能用积极向上可爱的内容快速起号，就这个平台专吸负能量的起号快。,专旺格/建禄格/羊刃格都容易社达，这个看八字的//、社会达尔文主义。但最近我感到现实和网络世界还是不一样的。善良的人、理性平和的人还是挺多的。也许这个社会并没有我们想象得那么坏，是网络放大了一些人性的负面，算法加剧了信息茧房和情绪极化。//（也是我们，我也是穷人）更有尊严地生活的人。只有真正穷过的人才能理解贫穷成因多复杂多难摆脱，贫穷不是可以100%归咎于个人的事情。没有人愿意做一个事多的人，还不是因为有难处。虽然我经常被嘲“弱者思维”，代入弱者处境，但是我认为，一个人本社会不该搞社达那一套全方位践踏弱者、笑贫不笑娼。,0,2,0, , ,其他,中性
转发,2025-08-21 15:37:06,我对自己的小红书页面进行了社会主义改造，把它筛成了贫下中农的自留地，但凡无脑炫富让我有黄巢冲动的一律拉黑，留下来的许多故事，越来越像《活着》里的福贵那般。 昨天划手机时被一个小男孩的求助帖勾住了眼。他在西安送外卖，才干了几天就不小心撞了个路人大姐，赔了1300块给人家，修车还得1400(这个还没付)，兜里比洗过的脸还干净。他说自己几天没吃饭了，晚上就蜷在麦当劳的角落。 评论区有人问他，咋不跟爹妈说一声。他回了句爸妈都不在了。那行字像根针，扎得我眼睛发酸。我点开私信，跟他说把微信给我，我转点饭钱给他。 加上微信后，这孩子腼腆得像株刚从土里冒头的草，怯生生的。我转过去的钱他只收了6块，剩下的退了回来。我跟他来回拉扯，说这是心意你收下。他磨磨蹭蹭收了，于是我两聊了起来。 他说自己是广州美术学院毕业的学的油画。18岁那年爸爸病逝，是爸爸在北京的朋友凑钱供他读完了大学。毕业后想找跟美术有关的工作，投出去的简历大多沉了底。后来他干过清洁工，每天蹲在写字楼的厕所里刷瓷砖，也在咖啡店当过店员，另外他还会做凉菜。他爸是西安人，打小就听爸爸讲城墙根的故事，在北京终究没有根，为了离爸爸近一点，他来到了西安。为了活下去先送起了外卖，等凑够钱就去做凉菜摆摊卖，再抽空画画——画笔是无论如何都舍不得丢的。 我让他把八字发过来，这孩子身弱伤官又旺，就像田里的苗，根没扎稳，风一吹就晃。这些年的大运也不顺，像是走在没脚的泥里，每一步都陷得深。我给了他一些命理学的建议，首先把头像换了。他那头像是只黑猫蹲在水边，盯着看久了，心里头就发堵，像是有什么东西拽着你往水里沉。我说，你得用有太阳有土的图，就像塬上的麦子，晒着太阳才能长。现在你命里金气太重，原局带马，今年又逢巳年，就差只羊来凑齐三会火，压制一下过旺的金，路就能宽点顺点。 我又说，你这名字也得改改。你八字里忌水，名字里的水却太旺了，“涛”啊“洋”啊的，像是往火苗上泼水，越泼越蔫，提不起劲。户口本上的名字改不了那改个网名也行，我希望没有家人的他不仅头像上有源源不断的光源照着，名字里也要有光护着他，这样不至于被伤官的戾气所伤。 最后我教了他几招奇门里的开运小妙招，还有找工作时怎么择日，例如他有午戌，昨天寅日，正好凑齐三合火局，感觉他听得认真，每说一句都回个“记下来了”，像个在课堂上怕漏了知识点的学生。 我把他的事跟群里的朋友说了说，大伙儿都心善凑了些钱。群友转过去的时候，他还顺带来感谢我，末了说“等我好起来，给姐姐画幅画”。我仿佛能看见他背着背包的样子，包带磨得发亮，里面塞着画具，有空就蹲在墙角画画，笔杆被手汗浸得发亮，颜料蹭在袖口上，洗不掉，像是长在了布纹里。 我想，今晚他该能买份热乎的羊肉泡馍了。找家老字号，掰得像指甲盖那么碎，师傅见了会多浇两勺高汤，撒上蒜苗和粉丝，滚烫的汤一浇，香气能钻到骨头里。他准能吃出汗来，把这几天的饿气、委屈气，全顺着汗毛孔逼出去。也该能找个能躺下的小旅馆，不用再在麦当劳的塑料椅上蜷着，不用听着别人的欢声笑语眯眼睛，能把鞋脱了，平躺着伸个懒腰，安安稳稳睡个囫囵觉。只是这难关还没过去。他还得修车，还得吃饭，还得找个落脚点，还得攒钱支起那个凉菜摊，要是有西安的朋友看到，知道哪里有日结的活儿，哪怕是搬箱子、卸货车、在夜市帮人收摊，能让他挣口饭钱，就评论里告诉我一声。或者有啥找日结工作的经验，也跟我念叨念叨，我转给他，要他微信也行，这孩子实诚，不会糊弄人。他伤官旺，美术天赋错不了，揣着画笔来的，指缝里还沾着颜料，那是他的魂，总不能让他手里的色彩，最后都被生活磨成了灰，变成跟城墙一样的颜色。 老天爷真的很不公平，强者恒强的八字体系能不能改一改，能不能不要专挑身弱欺负。那些在风雨里咬牙撑住的苦命人，本身就带着光。他们咽下的每一滴泪、扛过的每一道坎，都在悄悄积攒着破局的力量，老天爷难道看不见么？为何总对身弱赶尽杀绝(大概率)希望有一天，那些苦命身弱们被厄运折磨后的坚韧，长成披荆斩棘的铠甲，让往后的每一步，都走得更稳、更亮。一直在喝苦水的身弱，值得被生活温柔接住，这不是奢望，是世间该有的公平。希望天道也能进行社会主义改造。,他没有转运，现在心肌炎住院了，他那个八字我看了就蛮头疼的，只能怪老天爷可恶，专门欺负身弱//，能遇到老师也算小孩转运了[苦涩],7,15,0, ,你伤官重，容易身体受伤哦，尤其下个月，三个酉穿一个戌昨天17:54好的老师，我多注意。老师，我换这个您看行吗？不要有树，树是你的忌神山上有太阳那种昨天18:0老师，这个可以吗？头要转过来，而且别站那么高，要你这个感觉不小心会掉下来收到老师，这个可以吗？不要那么尖锐的山峰，圆润一点那种好老师，这个可以吗？昨天18:24植物就别要了，仙人球有刺，太阳要这种不尖的光收到老师，这两个您有空帮我看下。昨天18:35,教育，公安,中性
转发,2025-08-21 15:42:10,醒来晴天霹雳，我娃新六年级重新分班，班主任竟然是一个生物老师！难怪我接电话的时候老师一副急吼吼，好狗不挡路的语气。小摩羯男的关注点竟然是：我们有生物课了吗？？？ ??,有的小学老师对高中数理化教材可能没有我熟，我好歹为了给禁学部写信，认真对比过好几版数理化教材，做了不少习题//？教得了吗？//，有的小学老师被要求去教高中了,0,2,0, , ,教育,惊奇
转发,2025-08-21 15:55:53,我对自己的小红书页面进行了社会主义改造，把它筛成了贫下中农的自留地，但凡无脑炫富让我有黄巢冲动的一律拉黑，留下来的许多故事，越来越像《活着》里的福贵那般。 昨天划手机时被一个小男孩的求助帖勾住了眼。他在西安送外卖，才干了几天就不小心撞了个路人大姐，赔了1300块给人家，修车还得1400(这个还没付)，兜里比洗过的脸还干净。他说自己几天没吃饭了，晚上就蜷在麦当劳的角落。 评论区有人问他，咋不跟爹妈说一声。他回了句爸妈都不在了。那行字像根针，扎得我眼睛发酸。我点开私信，跟他说把微信给我，我转点饭钱给他。 加上微信后，这孩子腼腆得像株刚从土里冒头的草，怯生生的。我转过去的钱他只收了6块，剩下的退了回来。我跟他来回拉扯，说这是心意你收下。他磨磨蹭蹭收了，于是我两聊了起来。 他说自己是广州美术学院毕业的学的油画。18岁那年爸爸病逝，是爸爸在北京的朋友凑钱供他读完了大学。毕业后想找跟美术有关的工作，投出去的简历大多沉了底。后来他干过清洁工，每天蹲在写字楼的厕所里刷瓷砖，也在咖啡店当过店员，另外他还会做凉菜。他爸是西安人，打小就听爸爸讲城墙根的故事，在北京终究没有根，为了离爸爸近一点，他来到了西安。为了活下去先送起了外卖，等凑够钱就去做凉菜摆摊卖，再抽空画画——画笔是无论如何都舍不得丢的。 我让他把八字发过来，这孩子身弱伤官又旺，就像田里的苗，根没扎稳，风一吹就晃。这些年的大运也不顺，像是走在没脚的泥里，每一步都陷得深。我给了他一些命理学的建议，首先把头像换了。他那头像是只黑猫蹲在水边，盯着看久了，心里头就发堵，像是有什么东西拽着你往水里沉。我说，你得用有太阳有土的图，就像塬上的麦子，晒着太阳才能长。现在你命里金气太重，原局带马，今年又逢巳年，就差只羊来凑齐三会火，压制一下过旺的金，路就能宽点顺点。 我又说，你这名字也得改改。你八字里忌水，名字里的水却太旺了，“涛”啊“洋”啊的，像是往火苗上泼水，越泼越蔫，提不起劲。户口本上的名字改不了那改个网名也行，我希望没有家人的他不仅头像上有源源不断的光源照着，名字里也要有光护着他，这样不至于被伤官的戾气所伤。 最后我教了他几招奇门里的开运小妙招，还有找工作时怎么择日，例如他有午戌，昨天寅日，正好凑齐三合火局，感觉他听得认真，每说一句都回个“记下来了”，像个在课堂上怕漏了知识点的学生。 我把他的事跟群里的朋友说了说，大伙儿都心善凑了些钱。群友转过去的时候，他还顺带来感谢我，末了说“等我好起来，给姐姐画幅画”。我仿佛能看见他背着背包的样子，包带磨得发亮，里面塞着画具，有空就蹲在墙角画画，笔杆被手汗浸得发亮，颜料蹭在袖口上，洗不掉，像是长在了布纹里。 我想，今晚他该能买份热乎的羊肉泡馍了。找家老字号，掰得像指甲盖那么碎，师傅见了会多浇两勺高汤，撒上蒜苗和粉丝，滚烫的汤一浇，香气能钻到骨头里。他准能吃出汗来，把这几天的饿气、委屈气，全顺着汗毛孔逼出去。也该能找个能躺下的小旅馆，不用再在麦当劳的塑料椅上蜷着，不用听着别人的欢声笑语眯眼睛，能把鞋脱了，平躺着伸个懒腰，安安稳稳睡个囫囵觉。只是这难关还没过去。他还得修车，还得吃饭，还得找个落脚点，还得攒钱支起那个凉菜摊，要是有西安的朋友看到，知道哪里有日结的活儿，哪怕是搬箱子、卸货车、在夜市帮人收摊，能让他挣口饭钱，就评论里告诉我一声。或者有啥找日结工作的经验，也跟我念叨念叨，我转给他，要他微信也行，这孩子实诚，不会糊弄人。他伤官旺，美术天赋错不了，揣着画笔来的，指缝里还沾着颜料，那是他的魂，总不能让他手里的色彩，最后都被生活磨成了灰，变成跟城墙一样的颜色。 老天爷真的很不公平，强者恒强的八字体系能不能改一改，能不能不要专挑身弱欺负。那些在风雨里咬牙撑住的苦命人，本身就带着光。他们咽下的每一滴泪、扛过的每一道坎，都在悄悄积攒着破局的力量，老天爷难道看不见么？为何总对身弱赶尽杀绝(大概率)希望有一天，那些苦命身弱们被厄运折磨后的坚韧，长成披荆斩棘的铠甲，让往后的每一步，都走得更稳、更亮。一直在喝苦水的身弱，值得被生活温柔接住，这不是奢望，是世间该有的公平。希望天道也能进行社会主义改造。,回复，最近干重体力活心肌炎又来了，还腹泻便血 //，多少帮他一点//，现在心肌炎住院了，他那个八字我看了就蛮头疼的，只能怪老天爷可恶，专门欺负身弱//，能遇到老师也算小孩转运了[苦涩],0,0,0, ,你伤官重，容易身体受伤哦，尤其下个月，三个酉穿一个戌昨天17:54好的老师，我多注意。老师，我换这个您看行吗？不要有树，树是你的忌神山上有太阳那种昨天18:0老师，这个可以吗？头要转过来，而且别站那么高，要你这个感觉不小心会掉下来收到老师，这个可以吗？不要那么尖锐的山峰，圆润一点那种好老师，这个可以吗？昨天18:24植物就别要了，仙人球有刺，太阳要这种不尖的光收到老师，这两个您有空帮我看下。昨天18:35,其他,中性
转发,2025-08-21 16:01:19,我对自己的小红书页面进行了社会主义改造，把它筛成了贫下中农的自留地，但凡无脑炫富让我有黄巢冲动的一律拉黑，留下来的许多故事，越来越像《活着》里的福贵那般。 昨天划手机时被一个小男孩的求助帖勾住了眼。他在西安送外卖，才干了几天就不小心撞了个路人大姐，赔了1300块给人家，修车还得1400(这个还没付)，兜里比洗过的脸还干净。他说自己几天没吃饭了，晚上就蜷在麦当劳的角落。 评论区有人问他，咋不跟爹妈说一声。他回了句爸妈都不在了。那行字像根针，扎得我眼睛发酸。我点开私信，跟他说把微信给我，我转点饭钱给他。 加上微信后，这孩子腼腆得像株刚从土里冒头的草，怯生生的。我转过去的钱他只收了6块，剩下的退了回来。我跟他来回拉扯，说这是心意你收下。他磨磨蹭蹭收了，于是我两聊了起来。 他说自己是广州美术学院毕业的学的油画。18岁那年爸爸病逝，是爸爸在北京的朋友凑钱供他读完了大学。毕业后想找跟美术有关的工作，投出去的简历大多沉了底。后来他干过清洁工，每天蹲在写字楼的厕所里刷瓷砖，也在咖啡店当过店员，另外他还会做凉菜。他爸是西安人，打小就听爸爸讲城墙根的故事，在北京终究没有根，为了离爸爸近一点，他来到了西安。为了活下去先送起了外卖，等凑够钱就去做凉菜摆摊卖，再抽空画画——画笔是无论如何都舍不得丢的。 我让他把八字发过来，这孩子身弱伤官又旺，就像田里的苗，根没扎稳，风一吹就晃。这些年的大运也不顺，像是走在没脚的泥里，每一步都陷得深。我给了他一些命理学的建议，首先把头像换了。他那头像是只黑猫蹲在水边，盯着看久了，心里头就发堵，像是有什么东西拽着你往水里沉。我说，你得用有太阳有土的图，就像塬上的麦子，晒着太阳才能长。现在你命里金气太重，原局带马，今年又逢巳年，就差只羊来凑齐三会火，压制一下过旺的金，路就能宽点顺点。 我又说，你这名字也得改改。你八字里忌水，名字里的水却太旺了，“涛”啊“洋”啊的，像是往火苗上泼水，越泼越蔫，提不起劲。户口本上的名字改不了那改个网名也行，我希望没有家人的他不仅头像上有源源不断的光源照着，名字里也要有光护着他，这样不至于被伤官的戾气所伤。 最后我教了他几招奇门里的开运小妙招，还有找工作时怎么择日，例如他有午戌，昨天寅日，正好凑齐三合火局，感觉他听得认真，每说一句都回个“记下来了”，像个在课堂上怕漏了知识点的学生。 我把他的事跟群里的朋友说了说，大伙儿都心善凑了些钱。群友转过去的时候，他还顺带来感谢我，末了说“等我好起来，给姐姐画幅画”。我仿佛能看见他背着背包的样子，包带磨得发亮，里面塞着画具，有空就蹲在墙角画画，笔杆被手汗浸得发亮，颜料蹭在袖口上，洗不掉，像是长在了布纹里。 我想，今晚他该能买份热乎的羊肉泡馍了。找家老字号，掰得像指甲盖那么碎，师傅见了会多浇两勺高汤，撒上蒜苗和粉丝，滚烫的汤一浇，香气能钻到骨头里。他准能吃出汗来，把这几天的饿气、委屈气，全顺着汗毛孔逼出去。也该能找个能躺下的小旅馆，不用再在麦当劳的塑料椅上蜷着，不用听着别人的欢声笑语眯眼睛，能把鞋脱了，平躺着伸个懒腰，安安稳稳睡个囫囵觉。只是这难关还没过去。他还得修车，还得吃饭，还得找个落脚点，还得攒钱支起那个凉菜摊，要是有西安的朋友看到，知道哪里有日结的活儿，哪怕是搬箱子、卸货车、在夜市帮人收摊，能让他挣口饭钱，就评论里告诉我一声。或者有啥找日结工作的经验，也跟我念叨念叨，我转给他，要他微信也行，这孩子实诚，不会糊弄人。他伤官旺，美术天赋错不了，揣着画笔来的，指缝里还沾着颜料，那是他的魂，总不能让他手里的色彩，最后都被生活磨成了灰，变成跟城墙一样的颜色。 老天爷真的很不公平，强者恒强的八字体系能不能改一改，能不能不要专挑身弱欺负。那些在风雨里咬牙撑住的苦命人，本身就带着光。他们咽下的每一滴泪、扛过的每一道坎，都在悄悄积攒着破局的力量，老天爷难道看不见么？为何总对身弱赶尽杀绝(大概率)希望有一天，那些苦命身弱们被厄运折磨后的坚韧，长成披荆斩棘的铠甲，让往后的每一步，都走得更稳、更亮。一直在喝苦水的身弱，值得被生活温柔接住，这不是奢望，是世间该有的公平。希望天道也能进行社会主义改造。,他没医保，最近干重体力活心肌炎又来了，说还腹泻便血，这个是他微信号 //，多少帮他一点//，现在心肌炎住院了，他那个八字我看了就蛮头疼的，只能怪老天爷可恶，专门欺负身弱//，能遇到老师也算小孩转运了[苦涩],4,12,0, ,你伤官重，容易身体受伤哦，尤其下个月，三个酉穿一个戌昨天17:54好的老师，我多注意。老师，我换这个您看行吗？不要有树，树是你的忌神山上有太阳那种昨天18:0老师，这个可以吗？头要转过来，而且别站那么高，要你这个感觉不小心会掉下来收到老师，这个可以吗？不要那么尖锐的山峰，圆润一点那种好老师，这个可以吗？昨天18:24植物就别要了，仙人球有刺，太阳要这种不尖的光收到老师，这两个您有空帮我看下。昨天18:35,其他,中性
