原创/转发,日期,原微博内容,全文内容,转发数,评论数,点赞数,话题,图文识别,涉及行业,微博情绪
转发,2025-07-22 00:12:34,良渚也屎到淋头，让我有一种次元壁被攻破的感觉。它不只是类似阿那亚那样的中产新型小镇，它还是一个女巫集散地，一个隐形的女性乌托邦。十多年前在北京认识的一群朋友，一半直奔大理，一半定居良渚，大家各自在时代缝隙里实践一种女性联盟的生活。在良渚的朋友们，做着诸如占星、塔罗、曼陀罗、苏菲旋转、正念冥想、五行针灸、有机素食、阿育吠陀、萨满疗愈……之类被主流视为神神叨叨的自由职业，以此远离这个卷到飞起的时代，已经很多年了。良渚还有若干常住的修行者、瑜伽士、古琴老师、各种功的老师。那里的闭关中心，家人去年还去打过禅七。我一直感觉那里有一个结界。现在这个结界也屎到淋头了，呜呼哀哉。,古老文明发源地的新时代女巫们,4,0,0, , ,其他,悲伤
转发,2025-07-22 00:29:12,纽约时报这篇用词谨慎的报道太吓人了，读了好几次都不敢读完，所以去年wsj爆料的美国医疗集团故意杀人好供器官移植的犯罪不是孤立，过去五年里至少有2万名有生还希望的美国人被故意活活杀死了 ??,妈耶////////，都是进口的[哆啦A梦害怕]//，原文地址,1,0,0, ,heNeullorkCimcs 器官移植热潮正将器官捐献者置于危险之中美国各地的人们都经历过仓促或过早的器官摘除。有些人当时还在喘息、哭泣，或显示出其他生命迹象。分享全文1.3干MIS 米斯蒂·霍金斯的父母从未动过他们女儿的卧室，她终生患有认知障碍。韦斯·弗雷泽为《纽约时报》撰稿经过布莱恩·M·罗森塔尔和朱莉·泰特2025年7月20日分享全文1.3千“真是一场灾难”全国各地的医护人员讲述了令他们恐惧的案例。科罗拉多州的外科技术员布莱恩尼·达夫（BryanyDuff）说，二名中年女性患者正在哭泣，四处张望。据达夫女士和一位前同事称，医生给她壮射丁琪静剂，并摘除了呼吸机。病人没能及时去世，无法捐献器官，但几个小时后就去世了。“我觉得如果她能多用一会儿呼吸机，她就能活下来了，”达夫女士说。“我感觉自己参与了杀人。”后来，达夫辞去了工作，暂时离开了这个领域。“这件事真的困扰了我很长一段时间，”她说，“现在仍然如此。“我觉得如果给她更多时间使用呼吸机，她就能挺过来，”外科技术员布莱恩·达夫（Bryany Duff）在谈到这个困扰她的病例时说道。雷切尔·伍尔夫为《纽约时报》撰稿随着器官移植系统越来越多地转向一种名为“循环死亡后捐献”的器官摘除方式，类似的故事也魔之出现。去年，这类器官捐献占所有器官捐献的三分之一：约2万个器官，是五年前的三倍。美国大多数捐赠的器宣来白脑死亡的人一一这是一种不可逆转的状态一一并且仅被放在机器上以维持他们的器官。循环死亡捐献则有所不同。这些病人依靠生命支持系统维持生命，通常处于昏迷状态。他们的预后更多是基于医学判断。他们还活着，还有一些脑部活动，但医生已确定他们已濒临死亡，无法复原。如果亲属同意捐献，医生会撤掉生命维持系统，等待病人的心脏停止跳动。心脏停止跳动必须在一两个小时内发生，器官才能被认定为可移植的。在宣布死者死亡后，外科医生才会介入。分享全文1.3千2023年，在迈阿密，一位颈部骨折的潜在器官捐献者开始哭泣并咬着呼吸管。，一位采购机构的工作人员说，他把这理解为他不想死。但据这位工作人员及其当时告诉的同事说，临床医生给病人注射了镇静剂，撤掉了生命支持系统，等待病人死亡，然后摘除了器官。在西弗吉尼亚州，27岁的本杰明·帕森斯在车祸中瘫痪，医生们将他送进手术室，并要求他同意捐献器官，因为他即将停止服用镇静剂，这让医生们大吃一惊。他眨着眼睛表示他没有给予许可。不过，根据短信和采访，协调员最初还是希望继续推进。帕森斯的哥哥安德鲁告诉《纽约时报》，家人已经批准了捐献，并认为帕森斯在手术前几个小时，也就是镇静剂用量减少的时候，曾多次表示同意。安德鲁·帕森斯说，他在手术室里改变了主意。他还补充说，采购机构是出于同情。在当天的短信交流中，参与此案的医生表示，由于没有在未使用镇静剂的情况下进行全面的神经系统检查，尚不清楚帕森斯先生是否足够清醒以同意捐献器官。“真是一场灾难，处理方式完全不当，”一位医生写道。两天后，帕森斯先生选择停止生命支持，最终没有捐献器官就去世了。一个器官移植系统监督委员会一直在调查此案。看了下华尔街日报对美国医疗集团杀病人取器官的报道，第一个震惊的点是有严重毒瘾的美国人竟然也是热门器官来源，第二个震惊的点是，这不是孤例，这次能被爆出来，是因为执刀医生是找的外人，不愿意同流合污收起旋转查看大图华尔街日报《巴伦周刊》市场观察炎症性肠病华尔街日服买方THEWALLSTREETJOURNAL.订阅登入我们医疗集团被指控试图从活着的患者身上摘取器官肯塔基州检察官表示，他们正在调查这一指控，该指控是在众议院关于美国器官供应系统的听证会上提出的经过伦尼伯思斯坦更新2024年9月11日下午6:05等分享AA调整大小听（2分钟）：#DON TRIBECA DISRI RUPTIVE INNOVATION AWARDS 2016年，器官移植倡导者格雷格西格尔（中）在纽约市周三向众议院小组委员会成员讲述了这一指控。照片：SLAVENVLASIC/GETTYIMAGES 一位美国器官移植系统改革倡导者向立法者表示，肯塔基州的一个器官采购组织向其人员施压，要求从一名已苏醒并活着离开医院的住院病人身上摘取器官。,政务,恐惧
转发,2025-07-22 09:32:00,当主人不想起床时…小比就会以它的方式来叫醒主人 ??,奶比全世界最奶,0,0,0, ,nullnull,其他,中性
转发,2025-07-22 10:03:38,原来是这样 那只能说上帝是个好编剧了 ??,杰出校友排名参数：干掉几个小妈庶子，拿回多少家产////////[笑cry],1,0,0, ,不懂就问，宗大公主为啥读的是佩珀代因，而不是斯坦福或其他名校！以她家的能力，完全可以上更好的学校啊为什么呢不懂就问，宗大公主为啥读的是佩珀代因，而不是斯坦福或其他名校！以她家的能力，完全可以上更好的学校啊#宗馥莉#娃哈哈#私生子#继承者醉打杨柳枝刚刚百科了下，佩大仲裁法全美第一，争家产人6842家是专业的，歪打正着了昨天09:45江苏回复momo不读书说明宗馥莉真的学到了昨天09:49陕西回复2752展开118条回复远远的闪亮小猴子我最近这个事情一开始，就刷到大小姐曾经的学弟1078学妹们发帖说支持她，需要任何法律援助，他们都会帮忙。看来这个学校的法律专业应该确实不错6小时前浙江回复小红薯6836EC7B 我校确实是专业争家产大学，我舅甚至跟宗993总同届，我俩毕业以后回家夺权都成功了，祝宗总也成功哈哈哈哈哈2小时前中国香港回复星火微尘综合排名100一不，严格来说200以外1.3万一的一所大学，仲裁法能排到全美第一，可见打官司争家产这方面贵校真是专业对口啊15小时前江苏回复作者赞过只是想改名字了对亏校友帮衬，在争家产赛道强得可怕701414小时前上海回复momo 其实吧，论斗后妈、接手家族企业、争家产，击穿1.4万信托，这个学校的同学们才是专业的。三姐光想坑嫡女了，结果把嫡女送进争家产专业对口培训学校了1天前四川回复探月指南在这个嫡子嫡女培训学校可以看到各种各8811样的案例，大家交流一下心得，总结一下经验，毕业以后名字都加了一个钮祜禄的前缀回家力挽狂澜了昨天00:07江苏回复展开659条回复雕刻时光我倒是觉得，去藤校才真的耽误。这种学校家家人6197均甄传宫心计，聪明点点早点成熟开窍了。1天前北京回复momo 而且这学校里交到的闺蜜朋友们，既能出谋4897划策，关键时候可能朋友家里还能帮一把大小姐。1天前北京回复展开79条回复,其他,中性
转发,2025-07-22 10:08:41,【让更多人记住历史！#东极岛将侵略者罪证搬上大银幕#】#东极岛渔民忍无可忍情绪爆发# 电影《东极岛》发布“不忍了”版预告，中国渔民一再退让，日军却变本加厉、赶尽杀绝！与此同时，海上巨轮倾覆，英军战俘面临绝境，伴随一句掷地有声的呐喊“忍？那么多条命，怎么忍”，点燃所有渔民的血性。他们本是与海浪为伴的普通人，却敢于冒着炮火与屠刀，在同胞受辱、战俘濒死的绝境里，让渔船成了冲锋的舟，让渔网成了救人的绳，在风浪中托举一条条人命，完成了一场震撼人心的壮举！影片将于8月8日全国上映，相约影院见证！,猪手撕鬼子我也会看的////#东极岛全员愤怒值已拉满# #电影东极岛不忍不跪不能不救# 如果忍让换不来安生，那就往死里干！#电影东极岛# 8月8日，让全世界知道！,2,0,0,电影东极岛;电影东极岛不忍不跪不能不救;东极岛全员愤怒值已拉满, ,娱乐,中性
转发,2025-07-22 10:11:52,出狱后为了报复，把当年抓自己的见义勇为者杀死了……这居然还要判缓刑？？？？？[费解][费解][费解]我作为一个曾经抓过持刀歹徒的见义勇为者十分不解！在我抓的人出狱后那段时间，我是挺小心的，生怕对方会来报复，毕竟明枪易躲暗箭难防。对于杀害见义勇为者的这种行为，法院应该加重处罚的，不然出了事谁还敢伸出援手？[doge]#女子回应遭强奸被杀2次死里逃生##热点观点#,誰在保护垃圾////，再次试图杀死当年没杀死的被其强奸者，致其轻伤，然后潜逃，然后还是累犯。请问，判死缓的理由在哪里？,1,0,0, ,新闻周刊中国新闻周刊中国新闻周刊官方微博关注2583|粉丝6242万2025/7/2112:58【#女子回应遭强奸被杀2次死里逃生#】#男子强奸嫂子杀害见义勇为者二审开庭#近日，，男子强奸嫂子后杀人未遂、出狱后泄愤又刺死见义勇为者一案，将于7月22日上午二审开庭，由云南省高级人民法院在华宁县人民法院公开开庭审理。被害人刘某某的儿子对，自己将参与二审旁听，他强调父亲是因见义勇为牺牲，希望得到公正判决，“不然我真的想不明白，见义勇为，到底应该为还是不为？”据判决书，1996年6月，云南省玉溪市华宁县，被告人田某明（时年20岁）潜入其大嫂赵某某家中，持刀威胁实施强奸，数日后又持刀故意杀害赵某某（未遂），田某明被判9年。刑满释放后田某明心怀不满，2002年11月再次持刀到赵某某家泄愤，并将同村见义勇为的村民刘某某用刀刺死，又追上赵某某连刺数刀后逃跑，经伤情鉴定赵某某达轻伤。潜逃20年后，田某明于2022年2月在出租房内被抓获。2022年11月15日，该案一审宣判，田某明以故意杀人罪被判处死刑，缓期二年执行，剥夺政治权利终身。法院认为，被告人田某明故意杀人，致一人死亡，一人轻伤，其行为构成故意杀人罪。经查，田某明持刀捅刺刘某某、赵某某系连续过程。田某明刑罚执行完毕后，在五年内再犯，系累犯，应当从重处罚。据悉，田某明不服一审判决，提起上诉。二审开庭前，被害人赵某某的儿子告诉，他们一家从未出具过任何谅解材料，田某明伤害了他们两个家庭，事发至今田某明家属也没联系过他们，母亲无法接受这个结果，“每次听到这事她都很压抑，这个事情对她伤害很大”。“莫提了，提这个事就像拿刀来戳我，受不了”，赵某某对，二审她不想参与庭审旁听，“不想看到田某明，希望他被判死刑”。中国新闻周刊的微博视频云南省高级人民法院出庭通知书,公安，司法,愤怒
转发,2025-07-22 10:41:02,浙江宣传聊#谨防脱口秀滑向性别对立的泥潭#，那我就想聊另一件事了：2016年全国范围内最大的“寄血验子”案件正是浙江永嘉警方发现并破获的。所谓“寄血验子”，就是把孕妇的血通过物流冷藏空运到香港做胎儿性别检测。但这事怎么被发现的呢？永嘉县计生部门发现当地很多孕妇在怀孕一两个月时选择流产，甚至刚领了二胎指标的孕妇也会选择流产，同时当地的新生儿男女性别比高达离谱的136（正常值102-107），因此展开调查，发现深圳的“爱心爸爸”公司为孕妇提供“寄血验子”服务，参与寄血验子孕妇超过50000人，涉案金额超过2亿元。央视记者采访永嘉为做胎儿性别检测的孕妇。小珍说当地只有生了儿子才比较有面子，才会有更好的待遇。她自己的妈妈就因为生的都是女孩，就被奶奶家奚落嘲讽，有好吃的也不会给她们女孩吃。她不想过的跟妈妈一样苦。小红说她们村里的习俗是先订婚生孩子，再办婚礼领证。她身边的朋友只要生了女儿，就会被要求生下一个，甚至如果生不出儿子就领不了证。小红说她的朋友刚生完孩子，婆婆在产房外面就跟她说要再生一个。记者在浙江永嘉县随机选了一个村子采访村民，问他们想要孙子还是孙女，所有人，无一例外的都回答想要孙子，孙子好。所以浙宣好歹先督促着把当地搞得平等一点再来锐评女人讲脱口秀吧，当女人们出生之前就已经参与不平等的性别战争，你还指望她们现在不是战士吗。,其实只有苏南人和上海人很像，而浙江人更像福建人。// 化” 县，真讽刺啊////////，我们这里是要生出儿子才办婚宴的，从小到大不知道参加了多少场由新郎新娘的女儿当花童的婚礼，新娘还得在婚礼间隙给新生出来的耀祖喂奶。 //,0,4,0, , ,公安，母婴，政务,中性
转发,2025-07-22 10:55:13,杭州代表队，昨天获得公共卫生饮用水监督技能比赛一等奖。[允悲][允悲][允悲] ??,监督大家把?喝下去//// ID，群体表演艺术家,0,0,0, ,我市代表队获公共卫生饮用水监督技能比武团体一等奖！多人获个人奖项！杭州疾控监督2025年07月17日11:06浙江2人星标2025年浙江省疾控系统卫生监督技能竞赛决赛专业团体一等奖在近日落幕的2025年全省疾控系统卫生监督技能竞赛中，我市代表队的9名队员在各自参赛项目中表现不俗，3人获得一等奖、2人获得二等奖、3人获得三等奖。在团体赛中，饮用水卫生监督获得一等奖。热烈祝贺所有获奖队员及所在区县！,能源环保,愤怒
转发,2025-07-22 12:24:03,还得是我朋友，吃嫩南瓜中毒了…半夜起来感觉恶心，寻思是不是吃积食了，就忍着回去睡觉。结果一个小时之后没绷住起来哇哇吐….刚才我陪着查了一会儿资料[允悲]好嘛这是中毒了，想吐是身体自救来着…我说吃的时候不苦嘛？她还给我讲呢，蘸水是苦的[允悲] ??,同时天涯（中）毒书人啊（木鱼//？,0,0,0, , ,其他,中性
转发,2025-07-22 13:21:08,去年这个时候我还在相柳的怀抱里?#檀健次相柳# ??,这什么亡妻回忆录,0,0,0, , ,其他,中性
转发,2025-07-22 13:40:07,胡友平被评为第十五届全国见义勇为英雄。[蜡烛][蜡烛][蜡烛] ??,////////////[蜡烛]//[蜡烛][祈祷]//[蜡烛][蜡烛][蜡烛][鲜花][鲜花][鲜花]//[祈祷],3,0,0, ,第十五届全国见义勇为英雄模范（含群体）名单一、全国见义勇为英雄(含群体）蔡文牺牲前系中铝瑞闽股份有限公司工程师黄树焘、王宇群体黄树焘北京市海淀区居民王宇北京市西城区居民陈锋中国移动通信集团河南有限公司南阳市西峡分公司网络部员工赵孝凡（布依族）贵州省六盘水市六枝特区烊镇西陵村居民胡友平（女）牺牲前系江苏省苏州市姑苏区居民倪关林、徐四林群体倪关林浙江省绍兴市柯桥区安昌街道金徕旺商贸中心物业保安队长徐四林浙江省绍兴市柯桥区安昌街道金徕旺商贸中心电工李林雨牺牲前系武警部队湖北省总队随州支队执勤中队警士刘烈明江西省赣州市某小区保安员聂永华四川省德阳市罗江区万安镇麓峰社区居民吴英杰中国汽车工程研究院股份有限公司试验工程师长安剑中国长安网中共中央政法委员会中共中央政法委员会,公安，政务,中性
转发,2025-07-22 14:14:51,在网吧做陪玩的小猫,每一位都下单,1,0,0, , ,其他,中性
转发,2025-07-22 16:07:34,在网上刷到好饭了就这样捧回来给亲友： ??,谢谢家人们,7,0,0, ,,其他,喜悦
转发,2025-07-22 22:05:06,这样清清爽爽无烟无酒的公司饭局可太好了??,ad钙奶好啊,1,0,0, ,白芷Celia是老天涯er 关注娃哈哈年会上宗馥莉敬酒举的是ad钙奶和茶杯女性上牌桌的具象化！宗馥莉敬酒都用饮料对酒桌文化深恶痛绝，最近娃哈哈家族内斗，看到很多宗馥莉接棒后的举动，真的是对女性上牌桌的意义有了具象化感受。娃哈哈年会，宗馥莉敬酒举的是茶杯，酒杯里倒的是ad钙奶or椰奶，旁边的女员工杯子里也是饮料，没有乌烟瘴气，看着清清爽爽。还有一个视频，她举着红酒杯去酒桌敬酒，之后只是意思意思碰了下酒杯，压根没喝，真的太爽了！#娃哈哈#宗馥莉#宗庆后去世#宗馥莉同父异母弟妹,其他,喜悦
转发,2025-07-22 22:06:34,人不缺德枉中年[doge][doge][doge] ??,鸡翅包饭,1,0,0, ,nullnullnullnullnullnullnullnullnull,其他,中性
转发,2025-07-22 22:14:38,有没有人懂我虽然很喜欢罗小黑，但是他们同人真的很难画这点。。。平均我画两张要报废一张的程度。。。到底咋画的。。。 ??,黑猫最难画了！那种圆咕隆咚还一直滚来滚去的圆,0,0,0, , ,其他,愤怒
转发,2025-07-23 00:32:27,md全透明人生好萌啊[捂嘴哭][捂嘴哭][捂嘴哭] ??,真的好可爱啊啊啊啊啊啊,2,0,0, ,李兰迪12-2-9来自微博weibo.com 《富春山居图》拍摄间隙和刘德华叔叔合影，心里很美呀友善评论，文明发言158136269李兰迪11-12-4来自微博weibo.com 我家明天就可以养小狗了，好高兴哦！137138李兰迪T 11-12-2来自iPhone客户端嘻嘻，北京今天下雪了，好高兴哦！，我和同学一起堆了一个小桃心。447173李兰迪11-11-9来自微博weibo.com 我终于也开始喜欢微薄啦7415451164李兰迪12-5-2来自美图秀秀iPhone版我今天去吃了盼望已久的比胜客，高兴呀！让你俩昨天气我，今天气气你俩/u/126543747乙825102李兰迪12-5-3来自iPhone客户端这可是我的最爱，不要啊！：【注意啦，请大家不要再喝果粒橙】可口可乐承认旗下(果粒橙），含有美国禁用农药「多菌灵」浓度虽未超标，但专家指多菌灵可致脑麻痹、肝长肿瘤。包括香港有售的果粒橙，香港食环署正了解事件。专家指出，多菌灵跟其他农药一样，对脑部影响最大，可引致局部麻痹。为了健康转给你爱的人吧！/2.6011//1907415552李兰迪11-11-18来自微博weibo.com 大家好！/1265741590269李兰迪工12-6-16来自三星android智能手机昨天小学所有的考试都考完了，自我感觉还不错。等到昨天一放学，就和两个好朋友去吃了麦当劳，然后又去买了自己喜欢的小玩意儿，最后又去吃了必胜客的下午茶，玩的可high了。今天又要和同学去开party小学毕业的生活真爽呀！但还要好好休整休整，迎接我紧张而快乐的中学生活李兰迪12-6-1来自新浪邮箱2012年9月开始，我就要成为一名中学生了！到时候我就要告别童年时代了！我的儿童节-……83181,生活,喜悦
转发,2025-07-23 09:33:06,第一次见这么标准的猫爪,是小蛋糕呀,0,0,0, , ,其他,中性
转发,2025-07-23 09:38:01,温网，上流社会真正的时装周#温网#穿搭?,这么热的天，西方人确实有病，皇室是全世界最土的家庭,0,0,0, , ,其他,中性
转发,2025-07-23 09:41:26,7月22日山东，学生骑车和老太太发生摩擦，老太太坐在地上不起来，然后两位学生掏出政治课本开始读《社会生活有秩序》……#生活冲浪指南##微博跨域计划# ??,山东人挺抽象的,0,0,0, , ,其他,中性
转发,2025-07-23 09:48:07,小猫有属于自己的燃冬 ??,三花就是奶和橘的合集,0,0,0, , ,其他,中性
转发,2025-07-23 10:09:26,李兰迪的古装风评是真的逆袭了吧？2019年《梦回》因为体型被嘲，后来瘦下来，2023年《星落凝成糖》时风评就慢慢转好，到2025年《朝雪录》这儿，造型方面几乎零差评[不愧是你]#李兰迪古装又上新了# #李兰迪人生妆造加一# ??,胖了也这么漂亮,1,6,0, ,梦回星落凝成糖朝雪录你要是不信null“女又如可”PROBEMOONPROBENOON,娱乐,喜悦
转发,2025-07-23 12:09:40,正在晒太阳的小狗，好像一块香喷喷的蓬松小面包呀 ??,哎呀呀快来看啊,0,0,0, , ,其他,中性
转发,2025-07-23 12:43:43,终于知道为啥我不爱吃贝果，太扎实了，跟吃馒头差不多，我爱吃抛抛的面包 ??,贝果要夹肉啊蛋啊啥的，我一般吃半个，嚼完一个能发腮//// 吃了压饿[笑cry],0,0,0, , ,其他,中性
转发,2025-07-23 12:48:47,龟背竹抽新叶过程 ??,生命真的很有力量,0,0,0, , ,其他,中性
转发,2025-07-23 13:04:19,原来有这么多适合脑袋空空的高敏感人的工作…… ??,好哦,0,0,0, ,66别人的语气稍微不对就会嘎蹦死掉的小女孩适合什么工作屁股冒火别惹我摆摊卖小吃炒饭之类的，名字就叫无声小2.4万吃，有人问东问西你就指指嘴巴耳朵再摆摆手2024-02-18回复momo 只能适合做手工艺者。非遗传承那种。一个5925人开个店做一天3天前江苏回复作者赞过有故事的酒儿真的假的我确实总是这么幻想17822天前马来西亚回复蜇月殡仪馆好一些，一般没有家属闹事19132天前广东回复西航港港花想啥呢，殡葬业家属天天闹还比别的行852业闹的阵仗更大1天前四川回复小红薯60615880门岗就坐着。来车了按一下按钮开门152024-03-01回复Judy 哈哈哈哈哈哈，真挺好2024-03-05回复小茉莉适合当公主。。不是讽刺这个公主就是字面261意义上的王子公主的那个公主昨天15：54安徽回复一颗果冻最适合我的职业出现了120昨天15:59山东回复麦辣鸡翅去做线上花艺师那种量多每天只要不停的包花不需要跟太多的人交流沉浸在自己的世界里06-15回复驻厂！我干了三年这个是我干的最爽的一份工作，我司规定是每天八小时不加班，月休四天，7000左右，实际上是只有来的第一个月，是这样子干，后面混熟了几个月不回去上一天班04-12图书管理员真不错，我表妹在上海图书馆干，月薪5000十五险一金，工作八小时，做一休一，节假日三倍工资，每天的工作就是看书偶尔整理一下04-1图书馆是国家的，属于事业单位,政务,中性
转发,2025-07-23 13:41:58,当狗狗发现主人在外面摸了别的小狗后… ??,你脏了,0,0,0, , ,其他,中性
转发,2025-07-23 13:45:39,给雪豹测量肉爪爪 ??,让我来让我来,0,0,0, ,123,其他,中性
转发,2025-07-23 16:06:00,拍视频这人是真猛！[笑cry][笑cry][笑cry] ??,发疯治傻叉//！！////！//，能站出来阻止别人公共场所吸烟的都是英雄,1,0,0, , ,其他,愤怒
转发,2025-07-24 12:21:37,打羽猫球 ??,哎呀呀可爱鼠,0,0,0, ,,其他,喜悦
转发,2025-07-24 13:19:16,給小仓鼠修毛cr：hammdaeng ??,给我鼠 做美容,0,1,0, , ,其他,中性
转发,2025-07-24 13:47:43,现在都不说同志的名字了！,高高举起轻轻放下呢//[二哈],0,0,0, ,根据市委部署，市纪委市监委成立调查组，对相关单位和人员存在的履职不力、失职失责问题进行深入调查，并依据调查结果，依规依纪依法对7名领导干部严肃问责：给予余杭区分管住房和城乡建设、水务工作的区委常委、副区长党内警告处分；给予余杭区住房和城乡建设局党委书记、局长诫勉处理；给予余杭区住房和城乡建设局分管水务工作的局领导（二级调研员）党内警告处分；给予余杭水务控股集团党委书记、董事长党内严重警告处分；给予余杭水务控股集团党委委员、余杭环保科技公司总经理撤销党内职务、政务撤职处分；给予余杭水务控股集团分管客户服务工作的党委委员、董事、副总经理诫勉处理；给予余杭制水有限公司董事长、党支部书记党内警告处分。,政务,中性
转发,2025-07-25 10:33:50,给大家看看现在做新闻的都是什么人，这人还把评论删了,济南广电出来干活////////////，可见男的装女的都什么货色//（虽然账号显示为女）想要偷拍资源 是准备放到贵台上当素材吗？,2,0,0, ,微博正文公开Merolluy 8.4万推广阅读25-7-2413:09发布于广西只看见这一家新闻媒体报道了购热点关注同城直播朋友推荐境外论坛传大量中国女性私密照论坛规模超过10万人该平台还存在群组提供贩卖针孔摄像头及将其安装到日用品的业务律师称最高可判无期徒刑xlatha Qin换Q?in124.4万8661用前女友女友老婆换来127XA 4654转发评论赞所有评论设置随便看看Fj 回复刚刚来自OPPOK1回复：我置顶有：谁！有！之！ 只看见这一家新闻媒体报道了赤色梦幻回复刚刚来自Android客户端回复：5：谁！有！之！原！ 只看见这一家新闻媒体报道了回复米目vivoS19请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件请官方重视maskpark事件 只看见这一家新闻媒体报道了薛松的围脖回复刚刚来自Android客户端谁！有！之！原！薛松的围脖SVIP1694粉丝764关注2718转评赞济南广播电视台电视新闻节目中心编辑微博相册精远视频全部微博（1402）三筛选薛松的围脖24-10-6来自生日动态HappyBirthda 今天是我的生日10月06日，来祝福我吧一转发评论赞薛松的围脖23-10-6来自生日动态十关注助威留言推送管理相关推荐,司法,愤怒
转发,2025-07-25 10:48:36,#白宇[超话]#｜#白宇太平年# “回望”你和角色之间的光，永不单向。 ??,古代胡子最漂亮的皇帝//[good][good][good],2,1,0, ,自宇钱弘椒BYOPYRCHEN共饮太平年下一杯热酒白宇/钱弘椒太平年SWORDSWoPLOWSHARES OPYRIGHT白宇钱弘椒OPYI IGHT BYFUACHEN 太年白宇钱弘傲,娱乐,中性
转发,2025-07-25 13:22:00,刷到这个说“枣糕和玛芬有没有可能是同一种东西”的帖子…说实话我一直感觉披萨不放料烤出来就是馕[允悲] ??,烤箱和蒸笼产出的东西还是有点区别的//。。。//////？？//[惊恐]//！//[哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕]原来如此,2,0,0, ,小狗芭比咱就是说枣糕和玛芬有没有可能就是同一种东西我好像发现了一件大事我好像发现了一件了不得的事情有没有人跟我一样，第一次吃玛芬的时候也想起了枣糕？越吃越像.你细品啾啾啾面包可露丽和黄金糕我也觉得是一种东西66821天前上海回复953脆脆鲨尤其是炸的黄金糕那简直一毛一样2731天前浙江回复moom 曲奇是用黄油做的桃酥。桃酥是用植物油做的曲3692奇。1天前四川回复作者赞过大白菜(富有版)O 这两个我也吃着是一个东西，唯一的区别在399于桃酥比曲奇爱掉渣且少一些奶味1天前上海回复言之有理女士O 我觉得贝果就是没泡碱水的馒头18471天前上海回复不如我喜欢不是馒头吃着软多了1天前重庆回复1497万事胜意O 这个法棍的味道真的很新疆窝窝馕的味10分钟前新疆回复藤原千代子红糖花卷我甚至觉得是外国没有的中式甜品11分钟前北京回复Pleasedon't follow me 恰巴塔很像西北的一种馍馍，我朋友第1次吃的时367候说他奶奶做失败了才做出来这种馍馍1天前广东回复eleven 就是肉夹馍或者是无油馅饼1天前宁夏回复38十九金我觉得鸡蛋仔，铜锣烧，松饼，鸡蛋糕真的是一629个东西，质地口感都很像，有人能懂吗1天前安徽回复作者赞过一天三顿小邵烤如果是司康的话是和什么类似呢1天前山东回复178中年少女太谷饼1天前山西回复1140作者赞过CandrikA 松饼真的不是大号的蛋烘糕吗？每次做的时候都觉得如果我有一个小锅那就是蛋烘糕了24分钟前德国回复瑞纳乐D 我一直感觉恰巴塔和我们着菜场卖的大饼是一个3东西，不过菜场不做外卖我太懒了不出门，所以老吃恰巴塔但是大饼两块钱恰巴塔要二十感觉自己还是有点冤种的43分钟前江苏回复momo 说的有道理，找你这么说，甜甜圈也算是糖油360饼的一种。1天前河北回复早睡早起一直觉得甜甜圈算一种圆形麻花8161天前吉林回复马小跳么么哒司康就是东北老月饼的边边，小时侯巨爱吃，8啃一圈，终于知道全身都是的边边了狂吃10小时前辽宁回复马铃薯NPC（暂不换）我也是，打小爱吃月饼皮，长大发现了司康10小时前山东回复Somuns 还有披萨不加上面的料烤出来就是馕52小时前内蒙古回复momo 刚出锅的馕空口就能吃一个2小时前浙江回复momo 贝果就是新疆的窝窝馕1天前新疆回复24咖啡加冰701天前上海回复,生活,中性
转发,2025-07-25 13:27:23,在中国拍摄到的，一段咕咕大战咪咪的宝贵视频#海外新鲜事# ??,不许叼人家毛毛,0,0,0, , ,其他,中性
转发,2025-07-25 13:28:04,审咪积累 ??,咪商提升,0,0,0, ,,其他,中性
转发,2025-07-25 13:28:31,边牧：我做好小狗一年了 ??,给我家猫也安排一下,13,0,0, ,赠：粑做了一年好小狗二零二五年六月十八日护你一世的头狼好狗,其他,中性
转发,2025-07-25 13:47:54,边牧：我做好小狗一年了 ??,写的“白果幸存者”吗//。。。////,1,0,0, ,赠：粑做了一年好小狗二零二五年六月十八日护你一世的头狼好狗,其他,中性
转发,2025-07-25 15:29:15,小猫给生理期中的主人拿来卫生巾 ??,天惹怎么这么聪明啊,0,0,0, , ,其他,惊奇
转发,2025-07-26 08:43:57,猫猫正在为你招财中，请转发收下。??? #海外新鲜事# ??,谢谢，我发财,4,0,0, ,推文猫cafe人二、招猫右手上の金运招福览の金运P祈8062.3万,其他,中性
转发,2025-07-26 09:05:07,#罗小黑战记2# 震惊，幕后花絮竟然是这样！ ??,给小黑穿裙子OK,3,0,0, ,啊可？还要需吗？这里再需一起一吃蛇个吧!,其他,惊奇
转发,2025-07-26 09:39:23,你一定没从这个角度看过小猫的原始袋[春游家族] ??,妈耶让我摸让我摸,1,0,0, , ,其他,中性
